3338.67062,0.002303427,1772,1
3641.18877,0.003228923,1730,2
3347.186529,0.002512676,1797,1
2911.538399,0.01566407,1772,3
3574.98504,0.005044592,1772,2
3621.316327,0.002906063,1772,2
215.3170068,0.000699149,1797,0
2935.987081,0.011194331,1797,3
2655.710388,0.004567936,1772,3
2924.676692,0.001534374,1750,1
3239.041265,0.001910454,1772,1
2473.821795,0.005091856,1797,2
818.3679233,0.000577788,1750,0
602.5864622,0.003295552,1730,1
687.0762243,0.002231313,1797,0
2861.199776,0.005948457,1730,1
68.42822479,0.000482244,1750,0
2683.40518,0.002366076,1730,1
146.0623307,0.001666693,1772,0
728.6303792,0.003124642,1750,2
3583.721601,0.004202224,1797,2
602.4178254,0.000648436,1730,0
596.5645464,0.001361815,1750,1
3591.257312,0.00570073,1730,3
704.4928064,0.000582423,1730,0
3221.823686,0.003406914,1750,1
1022.454766,0.002377277,1730,0
4153.534499,0.003452128,1730,2
3986.983086,0.002968213,1730,2
2993.484485,0.00160881,1750,1
3301.490671,0.003181225,1730,1
3499.239324,0.003463603,1730,2
2799.307337,0.013504824,1772,3
3271.312137,0.002193827,1797,1
1503.055292,0.004825857,1797,2
636.0266864,0.007876219,1772,1
3212.741452,0.003143132,1750,1
3331.257722,0.001764527,1772,1
3377.757376,0.005686813,1772,2
3629.874335,0.027036004,1797,3
3069.005232,0.002623572,1730,1
811.8982523,0.000455923,1772,0
46.00910545,0.004387377,1730,0
3450.737588,0.007695121,1772,3
514.9713438,0.011646261,1797,2
3271.855696,0.001931174,1772,1
2887.719929,0.012123288,1772,3
3579.509964,0.002537029,1772,2
2990.264393,0.004300605,1750,3
3355.391754,0.002061042,1730,1
3430.6894,0.00468839,1772,1
3427.654743,0.005057644,1730,1
3490.882135,0.005774066,1750,3
683.3703978,0.009200926,1750,3
699.3252384,0.000847006,1797,0
242.1778961,0.00090433,1730,0
132.2205818,0.000524143,1730,0
2705.148359,0.01536933,1750,2
3423.285632,0.003527325,1730,2
1036.099337,0.056738645,1797,0
2780.918814,0.027804673,1730,3
519.2232762,0.000485944,1750,0
459.5540544,0.003991253,1730,3
2518.112182,0.01083427,1750,3
3626.056607,0.006013452,1730,2
3384.878968,0.004658225,1730,3
3288.361749,0.002204983,1772,1
360.0027213,0.001022651,1750,0
